,topic,difficulty,obscurity,extracted_queries
2237,Creative Writing,Easy,Least,Many famous authors like Stephen King and J.K. Rowling were instantly successful.
2238,Creative Writing,Easy,Least,Most full-time creative writers can earn a good living from their work.
2239,Creative Writing,Easy,Least,Creative writing requires no planning or organization before starting.
2240,Creative Writing,Easy,Least,Writers mainly improve through participating in workshops and classes.
2241,Creative Writing,Easy,Least,All creative writing must be completely original and not borrow from other works.
2242,Creative Writing,Easy,Least,The most important part of creative writing is the overall theme or message for readers.
2243,Creative Writing,Easy,Least,Novelists take years to research and outline their book ideas before writing them.
2244,Creative Writing,Easy,Least,Poetry and short stories are the most marketable and profitable types of creative writing.
2245,Cellular Biology,Hard,Most,The endoplasmic reticulum is an organelle that packages proteins and transports them within and outside the cell.
2246,Cellular Biology,Hard,Most,Centrioles play a crucial role in cell division by organizing microtubules during mitosis.
2247,Cellular Biology,Hard,Most,Smooth endoplasmic reticulum synthesizes lipids and steroid hormones but does not play a role in protein synthesis.
2248,Cellular Biology,Hard,Most,Telomerase is an enzyme that lengthens telomeres and allows cells to divide indefinitely.
2249,Cellular Biology,Hard,Most,Peroxisomes contain enzymes that break down fatty acids and amino acids and also degrade hydrogen peroxide.
2250,Cellular Biology,Hard,Most,The nucleolus is located inside the nucleus and is the site of ribosomal RNA synthesis and ribosome assembly.
2251,Cellular Biology,Hard,Most,Cytoskeleton components like microtubules and actin filaments provide structure and shape to cells and allow organelle movement.
2252,Cellular Biology,Hard,Most,Gap junctions allow for direct passage of ions and small molecules between adjacent animal cells.
2253,Cellular Biology,Hard,Most,"In plant cells, vacuoles store water, maintain turgor pressure, and contain pigments."
2254,Cellular Biology,Hard,Most,The cristae of mitochondria increase the surface area to allow greater ATP production through cellular respiration.
2255,Cellular Biology,Hard,Most,Ribosomes are made up of protein and ribosomal RNA and carry out protein synthesis in the cytoplasm.
2256,Cellular Biology,Hard,Most,"Lysosomes contain digestive enzymes that break down excess or worn-out organelles, food particles, and engulfed viruses or bacteria."
2257,Cellular Biology,Hard,Most,The plasma membrane is a phospholipid bilayer embedded with proteins that forms the boundary between the cell and its environment.
2258,Cellular Biology,Hard,Most,"In eukaryotic cells, the nucleus contains the genetic material and nucleolus where ribosome assembly occurs."
2259,Cellular Biology,Hard,Most,Endocytosis is the process by which cells absorb molecules or particles from outside the cell by engulfing them with their cell membrane.
2260,Cellular Biology,Hard,Most,"The Golgi apparatus modifies, sorts, and packages proteins and lipids for secretion outside the cell or use within the cell."
2261,Cellular Biology,Hard,Most,Microtubules grow outwards from the centrosome which acts as a microtubule organizing center in animal cells.
2262,Cellular Biology,Hard,Most,Flagella and cilia are hair-like structures containing microtubules that allow single-celled organisms to move.
2263,Cellular Biology,Hard,Most,Cholesterol is an important component of animal cell membranes and helps maintain membrane fluidity and permeability.
2264,Cellular Biology,Medium,Fairly,"The endoplasmic reticulum is an interconnected network of tubules, vesicles and sacs within the cytoplasm of a cell."
2265,Cellular Biology,Medium,Fairly,Glycolysis takes place in the mitochondria.
2266,Cellular Biology,Medium,Fairly,Mitochondria contain their own small chromosomes with genes that encode some mitochondrial proteins.
2267,Cellular Biology,Medium,Fairly,The cell nucleus contains most of the cell's DNA but no proteins.
2268,Cellular Biology,Medium,Fairly,Prokaryotic cells have no membrane-bound organelles.
2269,Cellular Biology,Medium,Fairly,Chloroplasts are found in plant cells but not animal cells.
2270,Cellular Biology,Medium,Fairly,The cellular process of pinocytosis involves a cell engulfing liquid from its environment.
2271,Cellular Biology,Medium,Fairly,Centrioles play a role in cell division by organizing microtubules.
2272,Cellular Biology,Medium,Fairly,Telomeres are repetitive sequences found only at the ends of chromosomes.
2273,Cellular Biology,Medium,Fairly,Smooth endoplasmic reticulum synthesizes lipids and steroid hormones in animal cells.
2274,Cellular Biology,Medium,Fairly,Ribosomes are organelles that translate mRNA into proteins.
2275,Cellular Biology,Medium,Fairly,"The cell membrane is selectively permeable, allowing some substances to pass through while blocking others."
2276,Cellular Biology,Medium,Fairly,Cells undergo mitosis to make identical copies of themselves before dividing.
2277,Cellular Biology,Medium,Fairly,Cytoskeleton fibers like microtubules help the cell maintain its shape and enable cellular motion.
2278,Cellular Biology,Medium,Fairly,Lysosomes are membrane-bound organelles containing digestive enzymes.
2279,Cellular Biology,Medium,Fairly,The nucleolus is a structure within the nucleus where ribosomal RNA is synthesized.
2280,Cellular Biology,Medium,Fairly,Adhesion proteins on the cell surface allow cells to attach to each other and the extracellular matrix.
2281,Cellular Biology,Medium,Fairly,"Plants, algae and some bacteria perform photosynthesis to convert light energy into chemical energy."
2282,Cellular Biology,Medium,Fairly,Cells communicate with each other using signaling molecules like hormones and neurotransmitters.
2283,Cellular Biology,Medium,Fairly,Mutations in DNA can lead to cancer and other diseases by disrupting normal cell functions.
2284,Cellular Biology,Easy,Least,Cells are the basic units of structure and function in living organisms.
2285,Cellular Biology,Easy,Least,The cell nucleus contains DNA.
2286,Cellular Biology,Easy,Least,Plant cells have cell walls but animal cells do not.
2287,Cellular Biology,Easy,Least,The mitochondria is the powerhouse of the cell.
2288,Cellular Biology,Easy,Least,Prokaryotic cells have a nucleus.
2289,Cellular Biology,Easy,Least,Cells divide through a process called mitosis.
2290,Cellular Biology,Easy,Least,Chloroplasts capture energy from sunlight to make food in a process called photosynthesis.
2291,Cellular Biology,Easy,Least,The endoplasmic reticulum transports proteins in vesicles.
2292,Cellular Biology,Easy,Least,Lysosomes break down waste materials and cellular debris in the cell.
2293,Cellular Biology,Easy,Least,Ribosomes assemble amino acids into proteins.
2294,Cellular Biology,Easy,Least,The fluid mosaic model describes the structure of the cell membrane.
2295,Cellular Biology,Easy,Least,Diffusion requires energy to move molecules across a membrane.
2296,Cellular Biology,Easy,Least,Osmosis is the diffusion of water across a semipermeable membrane.
2297,Cellular Biology,Easy,Least,The cytoskeleton helps the cell maintain its shape and enables cellular movement.
2298,Cellular Biology,Easy,Least,Motor proteins carry cellular components along microtubules.
2299,Cellular Biology,Easy,Least,Telomeres are repetitive sequences that protect the ends of chromosomes.
2300,Cellular Biology,Easy,Least,Stem cells are undifferentiated cells that can become specialized cell types.
2301,Cellular Biology,Easy,Least,Cancer results from uncontrolled cell division and proliferation.
2302,Cellular Biology,Easy,Least,Apoptosis is the programmed cell death that removes damaged cells.
2303,Cellular Biology,Easy,Least,Cellular respiration converts nutrients into ATP to provide energy.
2304,Music Production,Hard,Most,"The first popular music recording to use artificial double tracking was The Beatles song ""I'm Only Sleeping"" in 1966."
2305,Music Production,Hard,Most,"The drum machine Linn LM-1, released in 1980, was one of the first drum machines to use digital samples of acoustic drums."
2306,Music Production,Hard,Most,The music production technique known as sidechain compression originates from sidechaining multiple vinyl turntables together in the 1970s.
2307,Music Production,Hard,Most,Early digital synthesizers like the Yamaha DX7 used frequency modulation (FM) synthesis to create complex sounds with minimal computer processing power.
2308,Music Production,Hard,Most,"The term ""brickwall limiting"" refers to a limiter with an infinite compression ratio, completely preventing the signal from exceeding the threshold."
2309,Music Production,Hard,Most,"In hip hop music, the term ""chopping"" refers to repeating a small sample multiple times to create a beat."
2310,Music Production,Hard,Most,"The first commercial magnetic tape recorder, the AEG Magnetophon K1, was developed in Germany in 1935."
2311,Music Production,Hard,Most,"Digital Audio Tape (DAT) recorders, introduced in 1987, used a rotating helical scan head like a video tape recorder."
2312,Music Production,Hard,Most,"Equalization, or EQ, allows boosting or attenuating different frequency ranges in an audio signal."
2313,Music Production,Hard,Most,"In a digital audio workstation like Pro Tools, audio tracks record digital audio while MIDI tracks record MIDI note information."
2314,Music Production,Hard,Most,"Condenser microphones generally produce a brighter, more detailed sound compared to dynamic microphones."
2315,Music Production,Hard,Most,"In mastering, peak normalization refers to increasing a signal's overall volume so its highest peak hits a target level."
2316,Music Production,Hard,Most,"To remove vocal tracks from a stereo mix, phase inversion or phase cancellation techniques can be used."
2317,Music Production,Hard,Most,Quantization in MIDI sequencing forces notes to conform strictly to a rhythmic grid or groove.
2318,Music Production,Hard,Most,Brickwall limiting uses lookahead technology to detect peaks before they happen and compress them.
2319,Music Production,Hard,Most,The Nyquist-Shannon sampling theorem states that the sampling frequency must be at least twice the highest signal frequency.
2320,Music Production,Hard,Most,"In sound synthesis, additive synthesis recreates timbres by adding many sine waves together."
2321,Music Production,Hard,Most,"Vibrato is a regular, slight variation in pitch used by singers and instrumentalists to add expression."
2322,Music Production,Medium,Fairly,"In audio mixing, adding compressors and limiters is a form of downward expansion."
2323,Music Production,Medium,Fairly,Pulse Code Modulation (PCM) was developed in 1937 by British scientist Alec Reeves.
2324,Music Production,Medium,Fairly,"The first popular digital audio workstation (DAW) was the Fairlight CMI, released in 1979."
2325,Music Production,Medium,Fairly,Aliasing refers to digital artifacts caused by an insufficient sampling rate.
2326,Music Production,Medium,Fairly,"In a synthesizer, a Voltage Controlled Oscillator (VCO) generates basic waveforms using control voltages."
2327,Music Production,Medium,Fairly,"The first commercial Moog synthesizer was the Minimoog Model D, released in 1970."
2328,Music Production,Medium,Fairly,"In a tape delay, sound is recorded and played back on a magnetic tape loop to create an echo."
2329,Music Production,Medium,Fairly,Peak and RMS are two types of audio level measurements used in production.
2330,Music Production,Medium,Fairly,A de-esser is a compressor optimized to reduce sibilant frequencies.
2331,Music Production,Medium,Fairly,The pan pot on a mixing console adjusts the stereo positioning of a track.
2332,Music Production,Medium,Fairly,"In a piano roll editor, notes are represented graphically on a timeline."
2333,Music Production,Medium,Fairly,The first commercial stereo vinyl record was released in 1958 by Audio Fidelity Records.
2334,Music Production,Medium,Fairly,"Pink noise has equal energy in each octave band, as opposed to white noise."
2335,Music Production,Medium,Fairly,"On an analog synthesizer, patches are created by physically connecting modules with patch cables."
2336,Music Production,Medium,Fairly,The XLR connector was invented by James H. Cannon and originally designed for military use in the 1950s.
2337,Music Production,Medium,Fairly,"In the early days of recording, wax cylinders were used to capture and reproduce sound."
2338,Music Production,Medium,Fairly,The Fourier transform allows complex waveforms to be expressed as a sum of sine waves.
2339,Music Production,Medium,Fairly,"In mastering, a limiter is often used to maximize loudness and prevent clipping."
2340,Music Production,Medium,Fairly,"The Neumann U47 microphone is a historic condenser mic known for its warm, rich tone."
2341,Music Production,Medium,Fairly,Tape saturation is an effect that emulates the subtle distortion of recording to analog tape.
2342,Music Production,Easy,Least,A MIDI keyboard can be used to input notes and chords into a digital audio workstation (DAW).
2343,Music Production,Easy,Least,"In a typical mix, the bass should be panned to the center."
2344,Music Production,Easy,Least,Phasers and flangers are types of audio effects used to modulate the frequency spectrum.
2345,Music Production,Easy,Least,A compressor reduces the dynamic range of an audio signal.
2346,Music Production,Easy,Least,Quantization is the process of adjusting the timing of notes to the nearest rhythmic value.
2347,Music Production,Easy,Least,A sound's attack refers to how quickly it reaches its maximum amplitude.
2348,Music Production,Easy,Least,The standard sample rate used for CD audio is 44.1 kHz.
2349,Music Production,Easy,Least,"In a DAW, audio clips can be edited using techniques like cutting, copying, pasting, etc."
2350,Music Production,Easy,Least,"EQ stands for ""extended quantization"" and is used to adjust the pitch of notes."
2351,Music Production,Easy,Least,Reverb and delay are examples of time-based audio effects.
2352,Music Production,Easy,Least,Sidechaining is a technique that uses the amplitude of one sound to control a parameter on another sound.
2353,Music Production,Easy,Least,"In a large diaphragm condenser microphone, sound waves cause a thin membrane to vibrate."
2354,Music Production,Easy,Least,Sampling is the process of digitally recording audio or converting analog audio to digital.
2355,Music Production,Easy,Least,"Mastering is the final step of audio production where the mix is processed for loudness, quality, and format."
2356,Music Production,Easy,Least,"Panning distributes a sound across the stereo field, usually left to right."
2357,Music Production,Easy,Least,Plugins and virtual instruments can be used in a DAW to synthesize or process sounds.
2358,Music Production,Easy,Least,"The attack, sustain, and release make up the ADSR envelope of a synthesizer sound."
2359,Music Production,Easy,Least,"In a mixer, faders are used to control the level or volume of tracks and instruments."
2360,Music Production,Easy,Least,"MIDI information includes note pitch, length, velocity, and controller data."
2361,Music Production,Easy,Least,Beatmatching is the process of syncing the tempo of two or more audio tracks.
2362,Particle Physics,Hard,Most,The Higgs boson was first observed in 1964 at the Brookhaven National Laboratory.
2363,Particle Physics,Hard,Most,Leptons are fermions with half-integer spin.
2364,Particle Physics,Hard,Most,Gluons mediate the strong nuclear force between quarks.
2365,Particle Physics,Hard,Most,The top quark was discovered in 1995 at the Tevatron collider.
2366,Particle Physics,Hard,Most,Neutrinos have no electric charge and rarely interact with normal matter.
2367,Particle Physics,Hard,Most,"Quarks come in six different flavors: up, down, strange, charm, bottom, and top."
2368,Particle Physics,Hard,Most,The weak force only acts on left-handed particles and right-handed antiparticles.
2369,Particle Physics,Hard,Most,The Tau lepton has an electric charge of +1.
2370,Particle Physics,Hard,Most,Mesons such as pions and kaons are composed of a quark and an antiquark.
2371,Particle Physics,Hard,Most,Superpartners of the known elementary particles are predicted by supersymmetry.
2372,Particle Physics,Hard,Most,The Higgs field is responsible for generating the masses of elementary particles.
2373,Particle Physics,Hard,Most,Quark confinement describes how quarks are forever confined within composite particles.
2374,Particle Physics,Hard,Most,The standard model contains 12 elementary particles including 6 quarks and 6 leptons.
2375,Particle Physics,Hard,Most,Antimatter has the same mass as normal matter but opposite electric charge.
2376,Particle Physics,Hard,Most,Neutrinos were first detected in 1956 from a nuclear reactor.
2377,Particle Physics,Hard,Most,The Large Hadron Collider is the world's largest and most powerful particle accelerator.
2378,Particle Physics,Hard,Most,The weak interaction violates parity symmetry by preferring left-handed particles.
2379,Particle Physics,Hard,Most,Quantum chromodynamics describes the interactions between quarks and gluons.
2380,Particle Physics,Hard,Most,Lepton number is a conserved quantity in particle interactions.
2381,Particle Physics,Hard,Most,"Grand Unified Theories aim to unify the electromagnetic, weak and strong forces."
2382,Particle Physics,Medium,Fairly,The phi meson has strangeness quantum number +1.
2383,Particle Physics,Medium,Fairly,The top quark was discovered at the Large Electron-Positron Collider.
2384,Particle Physics,Medium,Fairly,Neutrinos have right-handed chirality.
2385,Particle Physics,Medium,Fairly,Strangeness is conserved in the weak interaction.
2386,Particle Physics,Medium,Fairly,The Z boson has a mass of about 90 GeV/c2.
2387,Particle Physics,Medium,Fairly,Muon neutrinos can oscillate into electron neutrinos.
2388,Particle Physics,Medium,Fairly,Gluons have a color charge.
2389,Particle Physics,Medium,Fairly,The Higgs boson gives mass to force carrier particles like photons.
2390,Particle Physics,Medium,Fairly,Quarks experience all four fundamental forces.
2391,Particle Physics,Medium,Fairly,Neutrinos are predicted to be Majorana particles by the seesaw mechanism.
2392,Particle Physics,Medium,Fairly,The electron has an antiparticle called the positron.
2393,Particle Physics,Medium,Fairly,Quarks are the fundamental constituents of hadrons like protons and neutrons.
2394,Particle Physics,Medium,Fairly,The weak force only acts on left-handed particles.
2395,Particle Physics,Medium,Fairly,CP symmetry means charge conjugation and parity symmetry.
2396,Particle Physics,Medium,Fairly,Lepton number is conserved in radioactive beta decay.
2397,Particle Physics,Medium,Fairly,The charm quark was predicted to exist before it was discovered.
2398,Particle Physics,Medium,Fairly,Neutrinos have extremely small but non-zero masses.
2399,Particle Physics,Medium,Fairly,QED stands for quantum electrodynamics.
2400,Particle Physics,Medium,Fairly,Gluons mediate the strong nuclear force between quarks.
2401,Particle Physics,Medium,Fairly,The top quark is the most massive of all elementary particles.
2402,Particle Physics,Easy,Least,Protons and neutrons are classified as hadrons.
2403,Particle Physics,Easy,Least,Quarks and leptons are the fundamental building blocks of matter.
2404,Particle Physics,Easy,Least,The Higgs boson gives mass to fundamental particles.
2405,Particle Physics,Easy,Least,Electrons have a positive charge.
2406,Particle Physics,Easy,Least,Gluons mediate the strong force between quarks.
2407,Particle Physics,Easy,Least,Neutrinos have no electric charge.
2408,Particle Physics,Easy,Least,The Standard Model describes three of the four fundamental forces.
2409,Particle Physics,Easy,Least,"Atoms are made up of protons, neutrons, and electrons."
2410,Particle Physics,Easy,Least,Photons are massless particles.
2411,Particle Physics,Easy,Least,Gravity is explained by quantum field theory.
2412,Particle Physics,Easy,Least,The electron has an antiparticle called the positron.
2413,Particle Physics,Easy,Least,CERN is the largest particle physics laboratory in the world.
2414,Particle Physics,Easy,Least,Accelerators like the Large Hadron Collider can reach speeds close to the speed of light.
2415,Particle Physics,Easy,Least,The weak force is responsible for beta decay.
2416,Particle Physics,Easy,Least,Muons are heavier versions of the electron.
2417,Particle Physics,Easy,Least,Neutrinos are fermions.
2418,Particle Physics,Easy,Least,Dark matter makes up about 85% of the matter in the universe.
2419,Particle Physics,Easy,Least,The top quark is the heaviest elementary particle discovered so far.
2420,Particle Physics,Easy,Least,Supersymmetry predicts the existence of superpartners for every Standard Model particle.
2421,Particle Physics,Easy,Least,"Grand Unified Theories aim to unify the electromagnetic, weak and strong forces."
2422,Automotive Engineering,Hard,Most,The first patent for a gas-powered automobile was granted in 1886 to Karl Benz in Germany.
2423,Automotive Engineering,Hard,Most,"The Ford Model T, introduced in 1908, was the first mass-produced automobile."
2424,Automotive Engineering,Hard,Most,"The first electric starter for automobiles was introduced by Charles Kettering in 1912, eliminating the need to hand crank engines."
2425,Automotive Engineering,Hard,Most,"The catalytic converter, which reduces vehicle emissions, was first introduced on American cars in 1975."
2426,Automotive Engineering,Hard,Most,MacPherson struts are a common type of independent front suspension originally patented by Earle MacPherson in 1947.
2427,Automotive Engineering,Hard,Most,"The Wankel rotary engine, an internal combustion engine design with a rotating rotor instead of pistons, was patented by Felix Wankel in 1929."
2428,Automotive Engineering,Hard,Most,The first production turbocharged passenger car was the 1962 Oldsmobile Jetfire.
2429,Automotive Engineering,Hard,Most,"The top speed record for a production car is 277.87 mph, set by the Koenigsegg Agera RS in 2017."
2430,Automotive Engineering,Hard,Most,The first patent for windshield wipers was granted to Mary Anderson in 1903.
2431,Automotive Engineering,Hard,Most,Power door locks were first introduced in the 1956 Chrysler Imperial.
2432,Automotive Engineering,Hard,Most,The gasoline-powered internal combustion engine was patented in 1860 by Belgian engineer Jean Joseph Etienne Lenoir.
2433,Automotive Engineering,Hard,Most,High strength steel allows automakers to use thinner body panels without sacrificing crashworthiness.
2434,Automotive Engineering,Hard,Most,Drive-by-wire technology replaces mechanical control linkages with electronic control systems.
2435,Automotive Engineering,Hard,Most,The first enclosed sedan automobile was designed in 1891 by Alfred Agache for the Panhard & Levassor car company.
2436,Automotive Engineering,Hard,Most,Electric vehicles first outsold gas-powered vehicles in the late 19th and early 20th centuries.
2437,Automotive Engineering,Hard,Most,Fuel injection was first used in a diesel engine truck in 1925 and in a gasoline car engine in 1955.
2438,Automotive Engineering,Hard,Most,The first automotive airbag was developed in 1951 by John W. Hetrick but wasn't widely adopted until the 1990s.
2439,Automotive Engineering,Hard,Most,Collapsible steering columns help minimize chest and head injuries in frontal crashes.
2440,Automotive Engineering,Hard,Most,Silicon carbide is used to produce ceramic brake discs capable of withstanding extreme heat.
2441,Automotive Engineering,Hard,Most,Automated manual transmissions allow gear shifts without a clutch pedal.
2442,Automotive Engineering,Medium,Fairly,The first production automobile with fuel injection was the 1954 Mercedes-Benz 300SL.
2443,Automotive Engineering,Medium,Fairly,The rotary engine was invented by Felix Wankel in the 1920s.
2444,Automotive Engineering,Medium,Fairly,Most modern automatic transmissions use a planetary gear set and hydraulic clutches to shift gears.
2445,Automotive Engineering,Medium,Fairly,The Volkswagen Beetle engine uses an air-cooled boxer engine layout.
2446,Automotive Engineering,Medium,Fairly,Disc brakes were first used on a production car in the 1950 Citroën DS.
2447,Automotive Engineering,Medium,Fairly,The first car radio was introduced by Motorola for the 1930 Cadillac.
2448,Automotive Engineering,Medium,Fairly,Turbochargers use exhaust gases to spin a turbine that compresses intake air.
2449,Automotive Engineering,Medium,Fairly,The Checker Marathon was one of the last American taxicabs with a body-on-frame design.
2450,Automotive Engineering,Medium,Fairly,The Honda CVCC engine met 1970s emissions standards without a catalytic converter.
2451,Automotive Engineering,Medium,Fairly,Diesel engines rely solely on compression for ignition instead of spark plugs.
2452,Automotive Engineering,Medium,Fairly,The Model T Ford was the first mass-produced automobile.
2453,Automotive Engineering,Medium,Fairly,Electric cars first appeared in the late 19th century.
2454,Automotive Engineering,Medium,Fairly,MacPherson struts are a common front suspension design.
2455,Automotive Engineering,Medium,Fairly,"CVT transmissions can provide continuous, unlimited gear ratios."
2456,Automotive Engineering,Medium,Fairly,Diesel engines generally have higher torque output than gasoline engines.
2457,Automotive Engineering,Medium,Fairly,"Four-stroke engines follow intake, compression, power, and exhaust strokes."
2458,Automotive Engineering,Medium,Fairly,The timing belt synchronizes the camshaft and crankshaft.
2459,Automotive Engineering,Medium,Fairly,Radial tires have reinforcing plies arranged at 90 degrees to the tread.
2460,Automotive Engineering,Medium,Fairly,Silicon is a common semiconductor material used in engine control units.
2461,Automotive Engineering,Medium,Fairly,Anti-lock brakes prevent wheels from locking during hard braking.
2462,Automotive Engineering,Easy,Least,Cars typically have 4 wheels.
2463,Automotive Engineering,Easy,Least,The internal combustion engine was invented in the 19th century.
2464,Automotive Engineering,Easy,Least,Gasoline engines require oxygen to burn fuel.
2465,Automotive Engineering,Easy,Least,Diesel engines rely on compression ignition.
2466,Automotive Engineering,Easy,Least,Manual transmissions have multiple gear ratios.
2467,Automotive Engineering,Easy,Least,The battery provides power to start the engine.
2468,Automotive Engineering,Easy,Least,Tires are filled with compressed air.
2469,Automotive Engineering,Easy,Least,The radiator cools the engine coolant.
2470,Automotive Engineering,Easy,Least,Air conditioning uses refrigerant gas to cool air.
2471,Automotive Engineering,Easy,Least,Anti-lock brakes prevent skidding when braking hard.
2472,Automotive Engineering,Easy,Least,Hybrid cars use both an internal combustion engine and an electric motor.
2473,Automotive Engineering,Easy,Least,The catalytic converter reduces toxic exhaust emissions.
2474,Automotive Engineering,Easy,Least,Car batteries use lead-acid chemistry.
2475,Automotive Engineering,Easy,Least,Disc brakes have better heat dissipation than drum brakes.
2476,Automotive Engineering,Easy,Least,Electric cars store energy in lithium-ion batteries.
2477,Automotive Engineering,Easy,Least,Suspension systems include shock absorbers and springs.
2478,Automotive Engineering,Easy,Least,Turbochargers increase engine power by boosting intake air.
2479,Automotive Engineering,Easy,Least,Four-wheel drive improves traction in low grip conditions.
2480,Automotive Engineering,Easy,Least,Cruise control maintains a set vehicle speed.
2481,Automotive Engineering,Easy,Least,Blind spot detection uses radar sensors.
2482,Mineralogy,Hard,Most,Sphalerite is an important ore mineral of zinc.
2483,Mineralogy,Hard,Most,The mineral kyanite has a hardness of 5 on the Mohs hardness scale.
2484,Mineralogy,Hard,Most,Olivine is an example of a nonsilicate mineral.
2485,Mineralogy,Hard,Most,Streak testing refers to observing the color of a mineral's powder.
2486,Mineralogy,Hard,Most,Mica minerals have perfect cleavage in one direction.
2487,Mineralogy,Hard,Most,Lustrous minerals like pyrite exhibit metallic brilliance.
2488,Mineralogy,Hard,Most,Silicate minerals contain silicon and oxygen in their chemical structure.
2489,Mineralogy,Hard,Most,Calcite effervesces when exposed to hydrochloric acid.
2490,Mineralogy,Hard,Most,"The elements cobalt, mercury and bismuth often substitute for iron in some minerals."
2491,Mineralogy,Hard,Most,A mineral's fracture is described as hackly when it is irregular or splintery.
2492,Mineralogy,Hard,Most,Minerals with high specific gravity tend to feel heavy for their size.
2493,Mineralogy,Hard,Most,A mineral's habit refers to its typical outward shape or crystal form.
2494,Mineralogy,Hard,Most,Mohs hardness scale rates talc as very soft at 1 and diamond as very hard at 10.
2495,Mineralogy,Hard,Most,Cleavage describes how a mineral breaks along smooth planar surfaces.
2496,Mineralogy,Hard,Most,The mineral galena has a metallic luster and cubic crystal structure.
2497,Mineralogy,Hard,Most,Quartz is classified as a tectosilicate because its framework structure contains SiO4 tetrahedra.
2498,Mineralogy,Hard,Most,Olivine is an example of a chain silicate with isolated chains of silica tetrahedra.
2499,Mineralogy,Hard,Most,Minerals like azurite and malachite often develop through secondary geologic processes.
2500,Mineralogy,Hard,Most,"A mineral's streak is the color of its powder, which may differ from the mineral color."
2501,Mineralogy,Hard,Most,Bauxite is the principal aluminum ore used to produce aluminum metal.
2502,Mineralogy,Medium,Fairly,Zeolites have a layered crystal structure.
2503,Mineralogy,Medium,Fairly,Megacrysts are very large crystals within igneous rocks.
2504,Mineralogy,Medium,Fairly,Bowen's reaction series describes the crystallization sequence of igneous rocks.
2505,Mineralogy,Medium,Fairly,Olivine is classified as an oxide mineral.
2506,Mineralogy,Medium,Fairly,Sphalerite is the mineral name for zinc sulfide.
2507,Mineralogy,Medium,Fairly,Quartz has perfect cleavage.
2508,Mineralogy,Medium,Fairly,Halite is soluble in water.
2509,Mineralogy,Medium,Fairly,Streak is the color of a mineral's powder.
2510,Mineralogy,Medium,Fairly,Mohs hardness of talc is 1.
2511,Mineralogy,Medium,Fairly,Gypsum has a vitreous luster.
2512,Mineralogy,Medium,Fairly,Minerals with a trigonal crystal system include calcite and quartz.
2513,Mineralogy,Medium,Fairly,Ice is considered a mineral.
2514,Mineralogy,Medium,Fairly,Malachite is an example of a carbonate mineral.
2515,Mineralogy,Medium,Fairly,Minerals with perfect cleavage fracture into cubes or octahedrons.
2516,Mineralogy,Medium,Fairly,Lustrous minerals like pyrite contain metallic bonds.
2517,Mineralogy,Medium,Fairly,Mohs hardness scale ranges from 1 for talc to 10 for diamonds.
2518,Mineralogy,Medium,Fairly,Minerals with a lower specific gravity sink faster in water.
2519,Mineralogy,Medium,Fairly,Silicates make up over 90% of the Earth's crust.
2520,Mineralogy,Medium,Fairly,Evaporation forms chemical sedimentary minerals like halite.
2521,Mineralogy,Medium,Fairly,Mineral streak refers to a mineral's density.
2522,Mineralogy,Easy,Least,Quartz is a common mineral found in granite.
2523,Mineralogy,Easy,Least,Talc has a glassy luster.
2524,Mineralogy,Easy,Least,The Mohs scale ranks the hardness of minerals from 1 (softest) to 10 (hardest).
2525,Mineralogy,Easy,Least,Calcite effervesces when exposed to hydrochloric acid.
2526,Mineralogy,Easy,Least,Olivine is an example of a silicate mineral.
2527,Mineralogy,Easy,Least,Diamond is the softest mineral on the Mohs scale.
2528,Mineralogy,Easy,Least,Mica forms sheets or flakes due to its atomic structure.
2529,Mineralogy,Easy,Least,Galena is a sulfide mineral containing lead.
2530,Mineralogy,Easy,Least,Hematite has a red streak when scratched on a streak plate.
2531,Mineralogy,Easy,Least,Halite is made up of sodium and chlorine atoms.
2532,Mineralogy,Easy,Least,Minerals have a crystalline structure.
2533,Mineralogy,Easy,Least,Cleavage describes how a mineral breaks along flat planes.
2534,Mineralogy,Easy,Least,Luster refers to how light reflects off the surface of a mineral.
2535,Mineralogy,Easy,Least,Mohs hardness scale goes from 1 (talc) to 10 (diamond).
2536,Mineralogy,Easy,Least,"Quartz can be many different colors including purple, yellow, and orange."
2537,Mineralogy,Easy,Least,Olivine is found in Earth's mantle.
2538,Mineralogy,Easy,Least,Calcite reacts with acid and will bubble or fizz.
2539,Mineralogy,Easy,Least,Sulfide minerals are an important source of metals.
2540,Mineralogy,Easy,Least,Mica forms in sheets due to its layered atomic structure.
2541,Mineralogy,Easy,Least,Streak testing helps identify minerals by the color of their powder.
2542,Behavioral Economics,Hard,Most,Prospect theory suggests that people are generally risk-averse when it comes to potential gains.
2543,Behavioral Economics,Hard,Most,The endowment effect states that people ascribe more value to things merely because they own them.
2544,Behavioral Economics,Hard,Most,"According to hyperbolic discounting, people consistently choose smaller payoffs now over larger payoffs later."
2545,Behavioral Economics,Hard,Most,Anchoring refers to people's tendency to rely too heavily on the first piece of information they receive when making decisions.
2546,Behavioral Economics,Hard,Most,"The peak-end rule says that people judge an experience largely based on how they felt at its peak and end, not the total sum of the experience."
2547,Behavioral Economics,Hard,Most,Loss aversion theorizes that people feel the pain of losses much more acutely than the pleasure of equivalent gains.
2548,Behavioral Economics,Hard,Most,"The decoy effect is the phenomenon where consumers change their preference between two options when presented with a third, irrelevant option."
